_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,1430,SYARIAH MANDIRI ETF EMAS,IDN000597309,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Emas,"Sharia, ETF",IDR,Tidak,"757,4000","0,00%",-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,07-Agt-2026,,,,,,,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523716,15
,1431,SYARIAH PACIFIC SAHAM SYARIAH II,IDN000258308,,"Pacific Capital Investment, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Saham,Sharia,IDR,Tidak,"4.859,4160","-2,55%","3,42%","3,42%","14,29%","-8,46%","15,64%","-2,03%","102,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.452.797.479,63","18.185.893,78",15-Des-2016,Jul-2026,,,,,,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523723,15
,1432,SYARIAH PREMIER ETF JII,IDN000154606,,"Indo Premier Investment Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,"Sharia, ETF",IDR,Tidak,"541,7767","1,77%","4,46%","4,46%","9,94%","-12,29%","-15,82%","-21,49%","-12,78%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.309.824.686,84","48.800.000,00",29-Apr-2013,Jul-2026,,Maks 1%,1 (satu) Unit Kreasi sesuai mekanisme penciptaan Unit Penyertaan.,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523729,15
,1433,SYARIAH TREASURE SAHAM BERKAH SYARIAH,IDN000253309,,"Treasure Fund Investama, PT","Bank Negara Indonesia, Tbk, PT",Saham,Sharia,IDR,Tidak,"97,8675","-0,10%","0,39%","0,39%","0,78%","-2,85%","-11,92%","-11,40%","0,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.194.446.301,28","607.172.387,65",27-Des-2016,Jul-2026,,,,,,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523736,15
,1434,TERPROTEKSI MANDIRI INVESTA 2,IDN000503505,,"Mandiri Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.008,8564","0,02%","0,10%","0,10%","-2,14%","-1,25%","0,09%","-1,54%","-1,97%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"674.813.718.551,41","669.587.180,03",10-Mei-2023,Jul-2026,,,,,,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523743,15
,1435,TERPROTEKSI PANIN 35,IDN000521507,,"Panin Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.021,6546","0,02%","0,13%","0,13%","0,63%","-0,70%","-1,47%","-1,09%","-1,69%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81.966.628.942,74","80.335.000,50",12-Jan-2024,Jul-2026,,,,29-Sep-2025,30-Sep-2025,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523749,15
,1436,TERPROTEKSI PANIN 36,IDN000524204,,"Panin Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.019,0850","0,02%","0,13%","0,13%","0,62%","-0,71%","-1,47%","-1,09%","-1,73%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.928.650.583,27","38.250.000,00",15-Mar-2024,Jul-2026,,,,29-Sep-2025,30-Sep-2025,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523755,15
,1437,TF SUPER MAXXI,IDN000171709,,"Treasure Fund Investama, PT","Bank Mandiri, Tbk, PT",Saham,Konvensional,IDR,Tidak,"270,2628","1,25%","11,66%","11,66%","33,93%","-4,73%","2,99%","-12,58%","44,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"211.321.436.634,58","873.055.997,68",25-Mar-2014,Jul-2026,,,-,,,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523762,15
,1438,TRAM ALPHA,IDN000153301,,"Trimegah Asset Management, PT",PT Bank HSBC Indonesia,Campuran,Konvensional,IDR,Tidak,"1.616,8700","0,52%","1,11%","1,11%","2,51%","-2,05%","-1,70%","-0,69%","5,82%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117.631.969.266,00","73.559.367,57",01-Mei-2013,Jul-2026,,Maks 3.00%,Rp 100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523769,15
,1439,TRAM CONSUMPTION PLUS KELAS A,IDN000115003,,"Trimegah Asset Management, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Tidak,"1.896,8700","1,40%","3,39%","3,39%","9,61%","-6,17%","-8,87%","-13,38%","4,20%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.430.812.523,00","55.287.321,14",05-Mei-2011,Jul-2026,,Maks 5.00%,Rp 100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523775,15
,1440,TRAM PENDAPATAN TETAP USD,IDN000116506,,"Trimegah Asset Management, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,350300","-0,01%","0,07%","0,07%","0,14%","0,54%","1,14%","1,27%","1,78%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"603.928,66","448.027,64",18-Jul-2011,Jul-2026,,Maks 3%,US$ 1.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523781,15
,1441,TRAM STRATEGIC PLUS KELAS A,IDN000119609,,"Trimegah Asset Management, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Tidak,"2.083,2400","-0,04%","0,24%","0,24%","0,00%","-2,11%","-2,96%","-3,83%","-1,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180.603.842.104,00","86.899.834,00",05-Okt-2011,Jul-2026,,Maks 3.00%,Rp 100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523787,15
,1442,TRIM DANA TETAP 2 KELAS A,IDN000060605,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"3.455,3600","0,02%","0,23%","0,23%","0,62%","0,31%","-0,77%","-0,57%","2,39%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.731.085.433.794,48","502.124.098,58",21-Mei-2008,Jul-2026,,Maks 3.00%,Rp 100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523794,15
,1443,TRIM DANA TETAP 2 KELAS B,,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"1.038,8400","0,02%","0,24%","0,24%","0,66%","0,44%","-0,52%","-0,27%","-0,18%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.005.174.290.870,66","969.886.045,00",07-Feb-2025,Jul-2026,,,,30-Apr-2026,30-Apr-2026,07-Agt-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.071,0138","0,02%","0,23%","0,23%","0,64%","0,70%","-0,50%","-0,26%","2,92%",,,,,2026-08-10T10:21:49.523801,15
,1444,TRIM KAPITAL,IDN000011301,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"10.148,4100","1,34%","3,40%","3,40%","8,97%","-5,20%","-9,69%","-13,07%","-5,51%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"290.845.385.450,27","29.634.069,43",17-Mar-1997,Jul-2026,,Maks 5.00%,Rp 100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523807,15
,1445,TRIM KAPITAL PLUS,IDN000060902,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"4.413,8700","1,74%","4,14%","4,14%","9,47%","-7,15%","-8,81%","-10,87%","-1,41%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"569.551.659.397,59","134.377.907,26",26-Mei-2008,Jul-2026,,Maks 5.00%,Rp 100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523813,15
,1446,TRIM KAS 2 KELAS A,IDN000058500,,"Trimegah Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Pasar Uang,Konvensional,IDR,Tidak,"2.044,1932","0,01%","0,09%","0,09%","0,38%","0,98%","1,92%","2,38%","4,36%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.261.107.873.754,00","4.044.851.240,54",11-Apr-2008,Jul-2026,,Max 2.00%,Rp10.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523820,15
,1447,TRIM KAS 2 KELAS B,IDN000509908,,"Trimegah Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.143,7710","0,01%","0,08%","0,08%","0,34%","0,86%","1,69%","2,10%","3,88%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.658.807.676.137,00","1.451.467.388,41",26-Jun-2023,Jul-2026,,,,30-Apr-2026,30-Apr-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523826,15
,1448,TRIM KAS USD,IDN000583705,,"Trimegah Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Pasar Uang,Konvensional,USD,Tidak,"1,007900","0,01%","0,05%","0,05%","0,20%","0,65%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.751.797,74","5.715.526,24",08-Apr-2026,Jul-2026,,,,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523833,15
,1449,TRIM KOMBINASI 2,IDN000040805,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Campuran,Konvensional,IDR,Tidak,"2.712,6100","1,12%","2,80%","2,80%","6,36%","-15,23%","-14,76%","-19,32%","-7,34%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.488.025.223,95","28.229.184,82",09-Okt-2006,Jul-2026,,Maks 3%,Rp 100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523840,15
,1450,TRIM SYARIAH BERIMBANG,IDN000043700,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Campuran,Sharia,IDR,Tidak,"3.442,3100","1,58%","2,89%","2,89%","5,91%","-13,94%","-11,79%","-14,57%","-2,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141.290.858.275,37","42.233.291,97",26-Des-2006,Jul-2026,,Maks 3.00%,Rp 100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523846,15
,1451,TRIM SYARIAH SAHAM,IDN000043809,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Sharia,IDR,Tidak,"1.685,3000","2,23%","4,32%","4,32%","8,03%","-21,80%","-22,53%","-25,89%","-13,39%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"364.583.377.433,70","225.685.942,97",26-Des-2006,Jul-2026,,Maks 5.00%,Rp 100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523853,15
,1452,TRIMEGAH ALMAMATER FUND KELAS A,IDN000568003,,"Trimegah Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.003,9461","0,07%","0,07%","0,07%","0,07%","0,07%","0,07%","0,13%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00","0,00",05-Des-2025,Jul-2026,,,,,,10-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523859,15
,1453,TRIMEGAH BAKTI GANESHA ABADI KELAS A,,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"1.059,0800","-0,01%","0,10%","0,10%","1,07%","0,64%","-0,28%","0,05%","1,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.614.448.611,25","10.032.162,66",25-Jul-2024,Jul-2026,,,,30-Jun-2026,30-Jun-2026,07-Agt-2026,"1.124,8708","-0,01%","0,10%","0,10%","1,07%","1,65%","1,74%","2,08%","5,30%",,,,,"1.122,2639","-0,01%","0,09%","0,09%","1,01%","1,85%","1,64%","1,96%","5,10%",,,,,2026-08-10T10:21:49.523867,15
,1454,TRIMEGAH BAKTI GANESHA ABADI KELAS B,,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"1.064,3700","-0,01%","0,10%","0,10%","1,10%","0,71%","-0,15%","0,21%","1,43%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.754.658.201,57","3.531.242,75",25-Jul-2024,Jul-2026,,,,30-Jun-2026,30-Jun-2026,07-Agt-2026,"1.130,4882","-0,01%","0,10%","0,10%","1,10%","1,72%","1,88%","2,25%","5,59%",,,,,"1.127,7444","0,00%","0,10%","0,10%","1,03%","1,91%","1,77%","2,12%","5,38%",,,,,2026-08-10T10:21:49.523874,15
,1455,TRIMEGAH BAKTI GANESHA ABADI KELAS C,,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.161,3100","0,00%","0,11%","0,11%","1,12%","1,80%","2,02%","2,42%","5,89%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156.174.094.677,37","134.627.477,82",25-Jul-2024,Jul-2026,,,,29-Mei-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523880,15
,1456,TRIMEGAH BALANCED ABSOLUTE STRATEGY KELAS A,IDN000373404,,"Trimegah Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Campuran,Konvensional,IDR,Tidak,"1.742,6300","1,19%","2,89%","2,89%","6,92%","-16,78%","-16,37%","-21,19%","-10,55%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"472.722.031.893,00","279.108.017,97",15-Apr-2019,Jul-2026,,Maks. 4%,Rp 100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523886,15
,1457,TRIMEGAH BALANCED ABSOLUTE STRATEGY KELAS B,IDN000536000,,"Trimegah Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Campuran,Konvensional,IDR,Tidak,"1.154,3000","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00","0,00",09-Jul-2024,Jul-2026,,"Maks. 2,5%","Rp 50.000.000.000,-",29-Sep-2025,29-Agt-2025,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523893,15
,1458,TRIMEGAH BALANCED ABSOLUTE STRATEGY KELAS C,,,"Trimegah Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Campuran,Konvensional,IDR,Ya,"769,9200","1,20%","2,91%","2,91%","7,02%","-16,53%","-15,86%","-26,89%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"727.187.970.757,00","971.995.691,70",17-Sep-2025,Jul-2026,,Maks. 2%,,,,07-Agt-2026,"1.059,4152","1,20%","2,91%","2,91%","7,02%","-16,53%","-15,86%","-6,38%",-,,,,,"939,4841","0,98%","2,37%","2,37%","5,68%","-13,11%","-13,38%","-16,94%","0,00%",,,,,2026-08-10T10:21:49.523900,15
,1459,TRIMEGAH BALANCED ABSOLUTE STRATEGY KELAS P,IDN000561701,,"Trimegah Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Campuran,Konvensional,IDR,Tidak,"964,5300","1,20%","2,91%","2,91%","7,01%","-16,55%","-15,91%","-20,66%","-9,46%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.178.346.441,00","36.466.209,58",15-Jun-2025,Jul-2026,,,"Rp1,000.000,-",30-Apr-2026,30-Apr-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523908,15
,1460,TRIMEGAH BALANCED ABSOLUTE STRATEGY LOW VOLATILITY,IDN000486008,,"Trimegah Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Campuran,Konvensional,IDR,Tidak,"1.175,6770","0,71%","1,66%","1,66%","4,12%","-9,06%","-8,88%","-12,45%","-1,33%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.559.966.660,27","87.816.674,34",23-Jun-2022,Jul-2026,,Maks 5%,"Rp. 10.000,-",30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523915,15
,1461,TRIMEGAH BALANCED ABSOLUTE STRATEGY NUSANTARA,IDN000488004,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Campuran,Konvensional,IDR,Ya,"964,8700","1,16%","2,92%","2,92%","7,24%","-16,16%","-15,22%","-19,32%","-15,34%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"372.916.235.623,47","397.762.764,06",22-Agt-2022,Jul-2026,,Maks 3%,"Rp. 100.000,-",29-Sep-2025,30-Sep-2025,07-Agt-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.065,4325","1,05%","2,63%","2,63%","6,51%","-13,94%","-13,98%","-17,82%","-6,52%",,,,,2026-08-10T10:21:49.523922,15
,1462,TRIMEGAH BHAKTI BANGSA,IDN000214806,,"Trimegah Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.477,1818","1,52%","3,45%","3,45%","8,27%","-15,13%","-16,60%","-20,08%","-8,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"222.259.907.926,23","155.653.178,75",11-Nov-2015,Jul-2026,,Maks. 5%,"Rp 100.000,-",29-Sep-2025,30-Sep-2025,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523929,15
,1463,TRIMEGAH DANA KAS 1,IDN000422300,,"Trimegah Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.229,5600","0,01%","0,09%","0,09%","0,37%","0,95%","1,80%","2,14%","3,63%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.635.520.184,64","29.008.285,04",25-Jun-2020,Jul-2026,,Maks 2.00%,Rp100.000,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523936,15
,1464,TRIMEGAH DANA LIKUID,IDN000245602,,"Trimegah Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.318,4644","0,01%","0,07%","0,07%","0,40%","0,78%","1,49%","1,86%","3,70%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.682.907.780,69","8.108.462,88",29-Sep-2016,Jul-2026,,,,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523942,15
,1465,TRIMEGAH DANA OBLIGASI NUSANTARA,IDN000437100,,"Trimegah Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.231,8511","0,02%","0,25%","0,25%","0,80%","1,43%","1,79%","2,11%","6,36%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170.779.308.579,00","138.982.544,19",14-Mei-2020,Jul-2026,,,,30-Jun-2026,30-Jun-2026,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523949,15
,1466,TRIMEGAH DANA TETAP NUSANTARA,IDN000237500,,"Trimegah Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.791,2800","-0,04%","0,18%","0,18%","0,14%","-0,40%","-0,65%","-0,97%","-0,56%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"249.376.855.994,00","139.464.752,33",26-Apr-2016,Jul-2026,,Maks. 5%,,29-Sep-2025,30-Sep-2025,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523957,15
,1467,TRIMEGAH DANA TETAP PRIMA,IDN000293701,,"Trimegah Asset Management, PT","Bank OCBC NISP, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"989,5185","-0,03%","0,17%","0,17%","-0,22%","-2,16%","-3,71%","-4,16%","-3,80%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.184.919.988.078,74","1.199.521.002,98",28-Jul-2017,Jul-2026,,Maks. 3%,"Rp. 100.000,-",29-Sep-2025,30-Sep-2025,07-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-10T10:21:49.523964,15
